38.89511,-77.03637,https://villarosasd.com/,USA,https://villarosasd.com/wp-content/uploads/2024/08/villa-rosa.png
48.85661,2.35222,https://www.thedoseum.org/?gad_source=1&gclid=Cj0KCQiAgdC6BhCgARIsAPWNWH3Ug3KElvi_wPO8GObnMC3knT09z6VyxxEr2E9torTHLp6XbYXn8xwaAkJEEALw_wcB,France,https://img1.wsimg.com/blobby/go/4f6ddee7-32a4-476a-bb9d-7f4a4b64d1bc/avatar.jpeg
35.6895,139.6917,https://thinkplaycreate.org/,Japan,
51.5074,-0.1278,https://visitlondon.com,United Kingdom,https://img1.wsimg.com/blobby/go/4f6ddee7-32a4-476a-bb9d-7f4a4b64d1bc/avatar.jpeg
-33.8688,151.2093,https://visitcanberra.com.au,Australia,https://img1.wsimg.com/blobby/go/4f6ddee7-32a4-476a-bb9d-7f4a4b64d1bc/avatar.jpeg
55.7558,37.6173,https://visitmoscow.com,Russia,https://img1.wsimg.com/blobby/go/4f6ddee7-32a4-476a-bb9d-7f4a4b64d1bc/avatar.jpeg
28.6139,77.209,https://delhitourism.gov.in,India,https://img1.wsimg.com/blobby/go/4f6ddee7-32a4-476a-bb9d-7f4a4b64d1bc/avatar.jpeg
39.9042,116.4074,https://english.visitbeijing.com.cn,China,https://img1.wsimg.com/blobby/go/4f6ddee7-32a4-476a-bb9d-7f4a4b64d1bc/avatar.jpeg
-15.8267,-47.9218,https://visitbrasil.com,Brazil,https://img1.wsimg.com/blobby/go/4f6ddee7-32a4-476a-bb9d-7f4a4b64d1bc/avatar.jpeg
-34.6037,-58.3816,https://turismo.buenosaires.gob.ar/en,Argentina,https://img1.wsimg.com/blobby/go/4f6ddee7-32a4-476a-bb9d-7f4a4b64d1bc/avatar.jpeg
41.9028,12.4964,https://www.turismoroma.it,Italy,https://img1.wsimg.com/blobby/go/4f6ddee7-32a4-476a-bb9d-7f4a4b64d1bc/avatar.jpeg
-1.286389,36.817223,https://magicalkenya.com,Kenya,https://img1.wsimg.com/blobby/go/4f6ddee7-32a4-476a-bb9d-7f4a4b64d1bc/avatar.jpeg
